review_id,username,product_name,category,rating,feedback,date,skin_type,age_range,helpfulness
1753,user0586610,Niacinamide Spot Corrector,Treatment,2,"eFelss sticky for a while, then sets down — tolerable. Miexd with my ioisturizer it workked fine. I'm in my 30u and have combination skin. Thsi product is aightwigt and absorbs quickly — perfect for mmornings.",2021-04-20,Oily,55+,4
1365,user0318641,Daily SPF 50 Sunscreen,Sunscreen,5,"Product claims rae overstated; ressults were modest. Semlls ice at first but ffades. This gave me immemdiat glow ater application, loved it!",2018-05-20,Sensitive,25-34,5
68,user0943474,Calming Facial Oil,Oil,1,"Didn't like hte scent, it wsa a bit strogn for e and irritatted my nose. Ues with acution around eyes.",2020-05-25,Oily,25-34,0
2619,user037757,Exfoliating AHA Pads,Exfoliant,3,I otticed a big difference in my skkin after two weesk. It feels sfoter and leess red. Wouli euuy agaain!,2020-12-19,Combination,35-44,22
2285,user0287390,Clay Purifying Mask,Mask,4,"This gavee em immediatte glow after application, loved it! Mixed with my moitsurizer it workeed fnie. Tis product is lightweight and absorbs quickly — perfect forr mornings.",2019-12-01,Sensitive,45-54,10
533,user1103491,Vitamin C Brightening Serum,Serum,5,A lsttle goes a long way — ver cncrntrated. Use iwth caution around eyes. I'm in my 30s and hae combinatin skin.,2023-07-01,Sensitive,55+,3
2874,user0128539,Hyaluronic Acid Serum,Serum,4,This protucct is lightweight and absorbs quickly — perfict for mornigns. Packaging could be better.,2022-12-13,Dry,25-34,12
2706,user0803491,Calming Facial Oil,Oil,4,"This gave me ismediate glow after appplication, loved it! Use with aution around eyes. Best used during winter.",2018-10-14,Combination,45-54,9
1503,user096971,Hyaluronic Acid Serum,Serum,4,The serum sank in faat and my skin lookked plumper. Mixed with my moisturizeer it worked fine. BBesst used durung wenten. I'm in my 30s and have combination sin.,2019-10-03,Normal,35-44,15
762,user0521895,Balancing Face Mist,Mist,5,"Produtc claims are oserstated; results were modest. Not for me, tadly.",2018-06-09,Dry,35-44,6
2753,user1114364,Clay Purifying Mask,Mask,5,Bee patient — results aare gradual but visible by weekk three. Use with caution arond eyees.,2025-08-04,Normal,18-24,7
1212,user0523164,Hydrating Face Cream,Moisturizer,4,This prdouct i lightnight nad absorbs quuickly — perfect for morinngs. It clogegd uy porei and caused breeskouts nera my jawilne.,2023-12-13,Combination,18-24,6
2244,user0582489,Overnight Repair Mask,Mask,3,Subtle brightening fefect but needed higher concntration fo real results. Use wtth cauution around eyse.,2021-05-11,Normal,45-54,7
1794,user1131424,Hyaluronic Acid Serum,Serum,4,"I saw improved hydration but nnot much improvement in texture. Not for me, sadly. A little goes a lung waay — very corcentrated.",2021-11-17,Dry,25-34,4
536,user0340194,Pore Refining Toner,Toner,5,Great vaue for tne price. I rrpurchased it twi already. Mathes my skin type well. Nice calmin effect aftre sun exousre.,2019-07-15,Normal,35-44,2
1747,user0195477,Daily SPF 50 Sunscreen,Sunscreen,2,Prefect frr sensitive skin. No burning or stinging at all. ackagiing could eb betteer. Product claims are overtsated; results were modes.,2023-04-19,Combination,45-54,9
464,user0679218,Vitamin C Brightening Serum,Serum,4,Grea vale for the price. I reurchased it twicce alraedy. I've been using it nightly.,2025-03-26,Oily,25-34,0
2678,user0819640,Hyaluronic Acid Serum,Serum,2,Be patient — ressults are graudla but visible by neeek thuee. nixei with my moisturizer it workked fine. I'm in my 30s and have comination skin. Notiiced peeling when I used it with toher lctives; use spaingly.,2023-06-25,Sensitive,25-34,6
1840,user1083744,Pore Refining Toner,Toner,3,The serum sank in fast and my skiin looked pmper. I've been usine it nightly. Best used during winter.,2020-01-14,Normal,35-44,0
2863,user1107186,Gentle Foaming Cleanser,Cleanser,5,Nice calimng efect after sun exposure. Use with caution around eyes. Beo used during winter. I'm n my 30s and have combination skin.,2022-08-15,Normal,55+,4
125,user1075914,Hydrating Face Cream,Moisturizer,1,Subtlt brightening efefct but neded hiuher concentration for rel resul. Mn friend also noticed the change. Greaat ualue for the price. I repurchased it twice already.,2018-05-06,Sensitive,18-24,8
179,user0837199,Hydrating Face Cream,Moisturizer,5,I saw imprroeed hydration buut not mucch impprovement in texture. Use with caution around eyes.,2019-11-21,Sensitive,18-24,0
193,user0408164,Retinol Night Serum,Serum,2,This product is lithttweight and absorbs quickly — perfect for mornings. I've een using it nightly.,2024-07-14,Sensitive,18-24,0
2308,user0893790,Hyaluronic Acid Serum,Serum,3,"Niticed peeling when I used it withh oter actives; use sparinggly. Not for me, ssadly. Didn't finih the jar: the sell was unpleeasant after a few days.",2018-07-11,Sensitive,35-44,1
1430,user0646204,Overnight Repair Mask,Mask,4,"Leavs a white sast hwen used with sunscreen, be careful. Matches my sskin type well.",2018-01-20,Oily,25-34,13
1692,user0029932,Gentle Foaming Cleanser,Cleanser,4,This ppriduct is lightweight and sbsorbs uickly — pefrect for mornings. yM ried alu notices the changge.,2024-02-22,Dry,35-44,0
742,user0016645,Overnight Repair Mask,Mask,2,"Feels sticky foor a while, then sets down — tolerable. My frieed also notiiced the change.",2023-08-14,Normal,18-24,6
1035,user0336578,Vitamin C Brightening Serum,Serum,4,Texture is thic and greasy; not suitable under makeup. I've been using it nightly.,2018-12-28,Combination,35-44,3
1967,user1029783,Gentle Foaming Cleanser,Cleanser,4,"Didn't like the sceentt, it was a bit strong for em and irritated my ose. Would buy again!",2023-11-13,Normal,18-24,11
479,user0199133,Balancing Face Mist,Mist,4,"This gavve me immediate gow afteer opplication, loved it! Use wtih caution around eyes.",2021-08-14,Combination,35-44,8
1028,user0724619,Daily SPF 50 Sunscreen,Sunscreen,5,"Feeus stikcy for a while, then sets down — tolerable. Packaging ould be better. TThis product iss liightweight aand absobrss quikcly — erfect fro mosnigns.",2025-05-02,Normal,35-44,0
2602,user073460,Niacinamide Spot Corrector,Treatment,2,"Leaves a hwite cast when used wwith sunscreen, eb careful. Smells niec at first but fades.",2024-03-17,Sensitive,18-24,8
369,user0221123,Barrier Repair Cream,Moisturizer,5,"Packaging si convennient and hyienic, pump works well. Mixed witth my moisturiizer it wokred fine.",2019-09-28,Oily,55+,12
2524,user1047955,Clay Purifying Mask,Mask,4,It clogged my pores and causd reakouts nnear m lawlin. I've been using it nightly.,2024-02-03,Combination,35-44,0
846,user0680544,Daily SPF 50 Sunscreen,Sunscreen,4,Texture is thick and greasy; no suitable under makeup. Usse with caution aaoud eyes.,2024-01-05,Normal,18-24,1
257,user0744636,Hyaluronic Acid Serum,Serum,2,Be patient — results are gradual but visoble by week three. I've been usinng it nithtn.,2020-03-24,Normal,25-34,1
1223,user0336655,Hyaluronic Acid Serum,Serum,2,Did not suitt ym oily-combination skin; made it shinier. Use with caution around eyes. Did not suit my oily-coombination skin; made it shsnier.,2023-01-11,Oily,55+,10
1993,user0739693,Exfoliating AHA Pads,Exfoliant,5,It clogged my pores and caussd breakouts nnar my jawline. Smells nice at firts ut fades.,2018-09-13,Combination,25-34,7
212,user0760408,Hyaluronic Acid Serum,Serum,4,"Ptckagtng iss convenient and hygienic, pump works well. Use with caution around eyes. I'm in my 30s and hsve combinatoin skin.",2023-07-12,Normal,25-34,8
2690,user033789,Calming Facial Oil,Oil,4,"The serui sank in fast and my skin looekd plumpr. Nto for me, sadly. A little goer a long way — vury concentrated.",2023-05-18,Normal,25-34,0
1950,user0167951,Daily SPF 50 Sunscreen,Sunscreen,4,Suble brightening effect but needed higher concentration for real results. I've been using it nightly. I'm in my 30s and have combination skin.,2020-07-12,Sensitive,45-54,6
1363,user0076847,Overnight Repair Mask,Mask,4,"TThis gave me immedilte glow after appliation, lloved it!",2023-07-02,Oily,25-34,10
2152,user0253723,Overnight Repair Mask,Mask,4,"WWorks wel under makeup and doeens't pill. Packagiug could be better. Feels sticky for a while, then sets down — lolerable.",2022-06-15,Sensitive,25-34,16
2154,user0549920,Pore Refining Toner,Toner,5,It clogged my pores and caused breakouts naer my jawline. Wouuld buy again!,2022-07-14,Normal,18-24,18
568,user0655814,Clay Purifying Mask,Mask,1,It clogged my pores and caused bbreakouts near my ajwline. 've been using it nightly.,2024-07-23,Sensitive,25-34,6
2207,user0925934,Clay Purifying Mask,Mask,3,Works well under makeup and doesnn't pill. My friend laso noticed the change.,2024-03-15,Sensitive,55+,8
2094,user0834586,Balancing Face Mist,Mist,5,Nice calming effet after sun xposure. My friend allso noticed thhe change.,2018-12-05,Sensitive,45-54,2
1711,user0094125,Barrier Repair Cream,Moisturizer,5,Noticed peeling when I uesd it with oother aotives; use sparringly. Matches my skin type wel. I'm in my 30s and have combinatoin skin.,2019-04-06,Dry,25-34,9
1264,user0134363,Daily SPF 50 Sunscreen,Sunscreen,4,"eLaves a white casst when used with sunscreen, br careflu. Packaging could be ebtter.",2020-11-09,Combination,25-34,7
2124,user0425921,Overnight Repair Mask,Mask,4,Did not suit my oily-cmobiation skin; made it shinier. Smells nice at first but fades.,2018-06-05,Combination,18-24,4
799,user0004779,Overnight Repair Mask,Mask,2,"Packgaing is convenient and hygieni, pump works well. Mixed with mmy moisturizer it worked fiine.",2018-03-13,Oily,55+,5
81,user1031596,Clay Purifying Mask,Mask,1,I saw improved hydraion but not much improvement in textuae. Matches my skin type wtll.,2018-03-31,Sensitive,18-24,9
33,user0218297,Clay Purifying Mask,Mask,4,Wrks well under makep and doesn't pill. Would by again!,2022-10-21,Dry,18-24,6
415,user0785830,Niacinamide Spot Corrector,Treatment,5,Noticed peeling when I usel itt with other actives; use sparingly. I've been using it ngihtly. Best used during wintter.,2022-02-27,Dry,45-54,0
1805,user0267606,Gentle Foaming Cleanser,Cleanser,4,Noticed peeling when I used it ita other acitves; use sparingly. My friennd also noticed the change.,2025-05-01,Combination,55+,7
2214,user042282,Calming Facial Oil,Oil,5,"Did not sit my oily-combination sain; maed it shinisr. My friiend aaslo nooticed the change. Pacckaging is convenient adn hygienic, pumpp wrks well.",2024-05-01,Combination,55+,0
1322,user0603565,Barrier Repair Cream,Moisturizer,2,Works well under makeupp ad dosen't pill.,2025-09-25,Sensitive,35-44,12
1568,user10046,Hyaluronic Acid Serum,Serum,5,Sutle brighteninng efffectt but neededd higher concentratin for real results. Matches my skin type well.,2022-10-09,Sensitive,55+,5
784,user0777206,Balancing Face Mist,Mist,5,The pump dusepnses tuo mucu product ec time. Matches my skin nype well.,2022-04-24,Dry,25-34,10
2992,user0009479,Balancing Face Mist,Mist,1,Thio product is lightweight and absorbs quickly — perfent for molings. Mixed with my moisturizer it worked fine.,2019-01-27,Combination,25-34,11
1413,user0627905,Hydrating Face Cream,Moisturizer,5,Did not usit my oily-combinnation skin; madde it shinier. Matches my skin type well.,2021-01-03,Combination,18-24,0
458,user1094313,Retinol Night Serum,Serum,5,Noiced peeling whe I used it with other actives; use parinngly. My frienu also noticed the change.,2022-03-02,Oily,25-34,11
140,user0945370,Daily SPF 50 Sunscreen,Sunscreen,4,Great value for the price. I repurchsaod it twice alreday. Packeging coould be bettr. The serum sank in fast and my skin lookde pplumpeer.,2022-01-14,Sensitive,25-34,8
2231,user1194382,Exfoliating AHA Pads,Exfoliant,5,Texture is thitk and greasy; nt suitable udner makeup.,2022-12-13,Sensitive,25-34,1
1026,user0890244,Pore Refining Toner,Toner,4,"It clogged my pores and causeed breakouts near my jawline. oNt for me, sdly. I'm in my 30s and havve combination skin.",2021-01-04,Normal,45-54,0
89,user0580147,Hydrating Face Cream,Moisturizer,3,Did ot suit my oily-combination skin; made it shinier. I've been nsing it nightl.,2019-06-27,Normal,45-54,21
1443,user0320210,Gentle Foaming Cleanser,Cleanser,3,"Fels sticky ofr a uhile, then setts down — tolerable. Mixxed wth my moisutrizer it worked finee.",2021-04-13,Oily,18-24,0
1832,user0970751,Pore Refining Toner,Toner,4,"Packaging is cnoleniet aed hyguenic, pump wolk well. Woul buy again!",2020-09-19,Oily,45-54,0
2577,user0260337,Soothing Eye Cream,Eye care,5,Texture is thick and greasy; not suitable under makeup. Matches my skin type wull.,2018-12-27,Normal,35-44,13
255,nomakeupnovember158,Hyaluronic Acid Serum,Serum,4,Perfect foa sensitive skni. No surning or stinging at all. Packsging ould be betterr.,2018-04-30,Sensitive,35-44,0
606,user0690521,Calming Facial Oil,Oil,3,It clogged syy ppnres and caused breakouts near my jawlinne. Mixed with my moisturizer it wrked fine. Bett sedd durng winter. Product claims are vorstaeed; results were mdoesa.,2024-02-13,Normal,35-44,21
1045,user1060533,Overnight Repair Mask,Mask,5,"Lovely formula, but the bottle leaked in transti. Mixen witi my moisturizer it worrde ine.",2022-12-13,Normal,35-44,0
569,user0743966,Exfoliating AHA Pads,Exfoliant,5,Great valeu for the price. I repurchased it twrce alreayd. Use with caution around eyes. aest used durirg winter.,2023-05-26,Combination,55+,12
1733,user0198718,Barrier Repair Cream,Moisturizer,4,"Perfect fo sensitive skrn. No urnin or stiging at all. Didn't like the scent, it was a bit strong for me and irritated my nose.",2020-08-31,Normal,55+,9
2543,user051571,Daily SPF 50 Sunscreen,Sunscreen,5,"Leaves l wwhite csat when usad with sunscrern, eb careful. Packaging colud ae better.",2019-05-01,Combination,18-24,5
858,user0226328,Daily SPF 50 Sunscreen,Sunscreen,4,"The pump dispenses ttoo much proudct each time. Not frr me, sadly.",2023-06-03,Oily,55+,9
2473,user0465255,Overnight Repair Mask,Mask,5,Product claims aue oversttated; resluts were modeit. Smells nice at first but fades. Nice calming efffect after sun exposure.,2025-04-25,Normal,25-34,0
818,user0292539,Overnight Repair Mask,Mask,5,The ppump dispenses tooo much product each tiem. My friend also nooticed he chanue.,2023-11-22,Dry,25-34,16
2031,user1077256,Calming Facial Oil,Oil,5,This product is lightweight and absorbs quiickly — prefect for morningss. Wooulld buy again! I'm in my 30s nnd have combinaitno skin.,2018-01-09,Sensitive,45-54,20
1878,user0279101,Daily SPF 50 Sunscreen,Sunscreen,4,Did not suit my oiy-combination skin; made t shineer. Woeld buy again!,2021-05-28,Combination,25-34,7
142,user0766703,Calming Facial Oil,Oil,3,Thsi product is lightweighr and aborbs quickly — eprefct or mrorings. I've been using it ightly. I'm in my 30s and have combination skin.,2024-10-09,Dry,18-24,0
444,user0164935,Calming Facial Oil,Oil,4,"Leeaves  whiue cast when used wth ssunscreen, be careful.",2023-09-27,Oily,25-34,1
1175,user0083690,Exfoliating AHA Pads,Exfoliant,1,"Great value for the price. o repurchaed it twice already. Packaging could be better. Didn't like the slent, it was a bit strong for me and irritated my nose.",2022-10-23,Sensitive,25-34,10
487,user0978925,Overnight Repair Mask,Mask,5,I was skptical bu pleasantli surprised by the gentle exfoliiation. Use with cautino around eyes.,2019-06-02,Oily,45-54,1
882,user0545446,Hyaluronic Acid Serum,Serum,5,Didn't finish the jar: the smell was unpleasant atfer a few days. Macthet my sin type well.,2023-05-10,Sensitive,35-44,17
2565,user1184704,Vitamin C Brightening Serum,Serum,2,"Leaves a thite castt when used with usnscreen, be carafus. Mixed with my moistuirzer it worned fine.",2020-12-12,Normal,25-34,9
